Date,Return_1,Return_2,Return_3,Return_5,Return_10,Return_20,Return_40,Return_60,Return_120,Return_250,AverageVolume_1,AverageVolume_2,AverageVolume_3,AverageVolume_5,AverageVolume_10,AverageVolume_20,AverageVolume_40,AverageVolume_60,AverageVolume_120,AverageVolume_250,DayOfWeek,DayOfMonth
2011-01-03,-0.0009015828729435071,0.00468457887242435,0.00956653774342553,0.014418891826946778,0.012256613214334466,-0.004566467344929714,-0.06028268696334815,-0.04069663861812223,0.04732340156991599,-0.07583126920171401,1169200.0,900850.0,764766.6666666666,688340.0,639420.0,842385.0,1326972.5,1438686.6666666667,1442720.0,1440765.2,0,3
2011-01-04,-0.003910874527724872,-0.004808931423175955,0.0007553835445142099,0.013621797514229428,0.013156678918630815,-0.0014325306660657455,-0.05277857476697445,-0.04534343433891086,0.027527432246164496,-0.07352175771358727,961300.0,1065250.0,921000.0,764600.0,663280.0,816260.0,1322212.5,1388190.0,1433195.8333333333,1442510.8,1,4
2011-01-05,-0.010645537864488408,-0.01451477902934517,-0.015403275626111212,-0.005087097467341373,0.004599488081376446,-0.00899961869143906,-0.05502280054767594,-0.05174739636907999,0.01729917286348548,-0.08937186390187213,802900.0,882100.0,977800.0,811700.0,642120.0,781160.0,1317060.0,1388126.6666666667,1420378.3333333333,1441186.4,2,5
2011-01-06,-0.010683655105036882,-0.021215459714573393,-0.025043363241306626,-0.0204761019792169,-0.006361612031756225,-0.01884519260290307,-0.05558406915165848,-0.06492310749089558,0.005182069174744397,-0.10550304199966087,2825100.0,1814000.0,1529766.6666666667,1278200.0,894020.0,891220.0,1348392.5,1409668.3333333333,1431960.0,1449946.8,3,6
2011-01-07,-0.00809921510481637,-0.01869634098905182,-0.029142846247613874,-0.03381163172170887,-0.01591802668395781,-0.02509465999571292,-0.06302831109834484,-0.07509800394170962,0.0008433489602173161,-0.11096893856359091,1531600.0,2178350.0,1719866.6666666667,1458020.0,995140.0,931730.0,1339602.5,1409843.3333333333,1433560.8333333333,1453832.8,4,7
2011-01-10,0.0034992121989438907,-0.0046283437781690084,-0.015262551254572432,-0.02955579772503336,-0.01556306774834293,-0.02086653713298836,-0.05166486485610666,-0.07967241162795202,0.013973099642085263,-0.10896685476493195,1255900.0,1393750.0,1870866.6666666667,1475360.0,1081850.0,972465.0,1330927.5,1396990.0,1429794.1666666667,1457932.4,0,10
2011-01-11,0.0018601090684327026,0.005365830183720277,-0.0027768439339699302,-0.023933391627928513,-0.010637609928283553,-0.031029728522426914,-0.052199297682393064,-0.07153761410418513,0.006762002523262423,-0.10687743551650453,900200.0,1078050.0,1229233.3333333333,1463140.0,1113870.0,965515.0,1284525.0,1363321.6666666667,1427620.8333333333,1460401.2,1,11
2011-01-12,0.011602893346077225,0.013484585061642962,0.017030982685132257,-0.0019837753635794098,-0.007060781172293029,-0.01890451865721754,-0.03254886523883305,-0.061909841470038085,0.016069930662638177,-0.08889937640391354,2024500.0,1462350.0,1393533.3333333333,1707460.0,1259580.0,1021115.0,1271035.0,1386000.0,1430170.8333333333,1465390.0,2,12
2011-01-13,0.01666920393243676,0.028465508273906037,0.03037856629241653,0.02560962006595835,0.004609132894621837,0.009644043068483654,-0.010345781764478867,-0.028077994255116367,0.026705725059469998,-0.06871666221895611,2956400.0,2490450.0,1960366.6666666667,1733720.0,1505960.0,1081780.0,1299297.5,1402753.3333333333,1446532.5,1475287.2,3,13
2011-01-14,0.0018049284559154,0.018504219108867126,0.03032181493571695,0.035850346829244595,0.0008265563834497502,0.010009079551310585,-0.010768574270295539,-0.04145740977279577,0.02800315188035496,-0.05378136742710937,914300.0,1935350.0,1965066.6666666667,1610260.0,1534140.0,1091405.0,1289790.0,1389961.6666666667,1449086.6666666667,1477109.6,4,14
2011-01-18,0.0006757114683966225,0.0024818595351692174,0.019192434090329336,0.03293582116200344,0.0024065789687979233,0.014692688690722822,-0.018338381502989165,-0.03915024265777811,0.029810545026442314,-0.05260376417131185,1006200.0,960250.0,1625633.3333333333,1560320.0,1517840.0,1078630.0,1287565.0,1378075.0,1453765.0,1479523.6,1,18
2011-01-19,0.006602054950719083,0.0072822275033610495,0.00910029985891958,0.037824852793754804,0.012986184150644453,0.026313718124523433,-0.01606042261151641,-0.03315537936949575,0.029688619926360627,-0.04932192817050329,1660400.0,1333300.0,1193633.3333333333,1712360.0,1587750.0,1125515.0,1298187.5,1393886.6666666667,1457884.1666666667,1484926.0,2,19
2011-01-20,0.0002981458780118018,0.0069021692042010585,0.007582544547485748,0.026227072722062372,0.02419126873775812,0.028902024271367344,-0.011052805454097703,-0.03571572498938502,0.03340559469304205,-0.04984622191182042,1042400.0,1351400.0,1236333.3333333333,1515940.0,1611700.0,1126910.0,1295480.0,1390390.0,1461301.6666666667,1487914.4,3,20
2011-01-21,0.010580452761424386,0.010881753157814478,0.017555650040841586,0.020081080233461,0.04620496913471217,0.03954941901538156,0.018014049465948645,-0.017394890831680887,0.03335986397745394,-0.034942642660683254,2248700.0,1645550.0,1650500.0,1374400.0,1554060.0,1224040.0,1306955.0,1414966.6666666667,1472730.8333333333,1495875.2,4,21
2011-01-24,0.00213805838125114,0.012741132768379515,0.013043077362607347,0.02042028752266689,0.05700270874195201,0.040177311419181905,0.023802174113931596,-0.009048552617717198,0.030779209104964123,-0.02880243833408902,1430200.0,1839450.0,1573766.6666666667,1477580.0,1543920.0,1269530.0,1318670.0,1418206.6666666667,1474953.3333333333,1499426.8,0,24
