Date;Rt+40;Rt;Rt-1;Rt-2;Rt-3;Rt-4;Rt-5;Rt-6;Rt-7;Rt-8;Rt-9;Rt-10;Rt-11;Rt-12;Rt-13;Rt-14;Rt-15;Rt-16;Rt-17;Rt-18;Rt-19;Rt-20;AvgVol;AvgVol-1;AvgVol-2;AvgVol-3;AvgVol-4;AvgVol-5;AvgVol-6;AvgVol-7;AvgVol-8;AvgVol-9;AvgVol-10;AvgVol-11;AvgVol-12;AvgVol-13;AvgVol-14;AvgVol-15;AvgVol-16;AvgVol-17;AvgVol-18;AvgVol-19;AvgVol-20;DayOfWeek;DayOfMonth
30.03.2017;0.02293807596460895;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;0.045924195653358264;0.044599457764437744;0.043087804169926525;0.049956087170158536;0.052255132958126886;0.05784936144529153;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;75187752.5;74514952.5;73734225.0;73895630.0;74470317.5;74389570.0;3;30
31.03.2017;0.02443374029534251;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;0.045924195653358264;0.044599457764437744;0.043087804169926525;0.049956087170158536;0.052255132958126886;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;75187752.5;74514952.5;73734225.0;73895630.0;74470317.5;4;31
03.04.2017;0.025963463045253654;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;0.045924195653358264;0.044599457764437744;0.043087804169926525;0.049956087170158536;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;75187752.5;74514952.5;73734225.0;73895630.0;0;3
04.04.2017;0.03346353953148773;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;0.045924195653358264;0.044599457764437744;0.043087804169926525;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;75187752.5;74514952.5;73734225.0;1;4
05.04.2017;0.039994886311556455;0.02997013487739641;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;0.045924195653358264;0.044599457764437744;79809105.0;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;75187752.5;74514952.5;2;5
06.04.2017;0.036314912290349;0.03151400464114307;0.02997013487739641;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;0.045924195653358264;80248345.0;79809105.0;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;75187752.5;3;6
07.04.2017;0.034056044440286204;0.024385252587426853;0.03151400464114307;0.02997013487739641;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;0.04663143047365837;80459772.5;80248345.0;79809105.0;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;75371295.0;4;7
10.04.2017;0.035353090875941184;0.020966064400844697;0.024385252587426853;0.03151400464114307;0.02997013487739641;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;0.0497947402311516;80499757.5;80459772.5;80248345.0;79809105.0;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;74999885.0;0;10
11.04.2017;0.03709695665709134;0.014231185156561962;0.020966064400844697;0.024385252587426853;0.03151400464114307;0.02997013487739641;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;0.04338241235177653;81321337.5;80499757.5;80459772.5;80248345.0;79809105.0;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;74928957.5;1;11
12.04.2017;0.04008011271576506;0.005768675778140997;0.014231185156561962;0.020966064400844697;0.024385252587426853;0.03151400464114307;0.02997013487739641;0.03308616542121556;0.030582573264713142;0.03949409724316033;0.04260581481058656;0.039707754129358015;0.03864536960193199;0.02474709696094801;0.02418956957344132;0.023862610895370118;0.03382783658079158;0.03801381293869022;0.048778584325056766;0.053787805898013914;0.051730924797368516;0.05613252405582258;81590222.5;81321337.5;80499757.5;80459772.5;80248345.0;79809105.0;78537370.0;78570467.5;78445885.0;78343997.5;78903492.5;79251752.5;78908087.5;78214502.5;76901147.5;76501832.5;76451485.0;75032792.5;76948582.5;76388750.0;75799982.5;2;12
