Date;Rt+40;Rt;Rt-1;Rt-2;Rt-3;Rt-4;Rt-5;Rt-6;Rt-7;Rt-8;Rt-9;Rt-10;Rt-11;Rt-12;Rt-13;Rt-14;Rt-15;Rt-16;Rt-17;Rt-18;Rt-19;Rt-20;AvgVol;AvgVol-1;AvgVol-2;AvgVol-3;AvgVol-4;AvgVol-5;AvgVol-6;AvgVol-7;AvgVol-8;AvgVol-9;AvgVol-10;AvgVol-11;AvgVol-12;AvgVol-13;AvgVol-14;AvgVol-15;AvgVol-16;AvgVol-17;AvgVol-18;AvgVol-19;AvgVol-20;DayOfWeek;DayOfMonth
18.01.2011;-0.025787518454237213;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;0.06681391664062143;0.0665695941716824;0.06503977442495046;0.061915987373244885;0.05834615558684586;0.057764271886483476;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;164239657.5;167000907.5;170000165.0;172002785.0;173407290.0;173135462.5;1;18
19.01.2011;-0.0031187866165651727;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;0.06681391664062143;0.0665695941716824;0.06503977442495046;0.061915987373244885;0.05834615558684586;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;164239657.5;167000907.5;170000165.0;172002785.0;173407290.0;2;19
20.01.2011;0.0018353323663089505;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;0.06681391664062143;0.0665695941716824;0.06503977442495046;0.061915987373244885;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;164239657.5;167000907.5;170000165.0;172002785.0;3;20
21.01.2011;0.015062836063799434;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;0.06681391664062143;0.0665695941716824;0.06503977442495046;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;164239657.5;167000907.5;170000165.0;4;21
24.01.2011;0.005822236786449775;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;0.06681391664062143;0.0665695941716824;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;164239657.5;167000907.5;0;24
25.01.2011;0.008154154637917799;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;0.06681391664062143;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;164239657.5;1;25
26.01.2011;0.013870605061214514;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;0.06753104111903196;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;162014747.5;2;26
27.01.2011;0.014465546850583431;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;0.06793407338106716;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;159113705.0;3;27
28.01.2011;0.029979561207890137;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;0.05784845450405296;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;157070480.0;4;28
31.01.2011;0.02916415626664537;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;0.05386716042809203;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;153683382.5;0;31
01.02.2011;0.019938332681167736;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;0.04464398312337603;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;151775527.5;1;1
02.02.2011;0.020507241189151367;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;0.04015500771227565;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;150694417.5;2;2
03.02.2011;0.02254473446068217;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;0.047524836276511266;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;150141122.5;3;3
04.02.2011;0.02050244097907328;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;0.05303818426942497;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;148538557.5;4;4
07.02.2011;0.014009610953271691;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;0.046753729238794506;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;146904737.5;0;7
08.02.2011;0.01260163619932686;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;0.049390202918742084;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;146014340.0;1;8
09.02.2011;0.012316904554684704;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;0.06572548084320284;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;142794795.0;2;9
10.02.2011;0.008442791541171557;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;0.07686600344631156;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;141394505.0;3;10
11.02.2011;-0.0005602358691426668;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;0.09212183213023263;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;137131560.0;4;11
14.02.2011;-0.010408492550914916;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;0.0994754487481908;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;135765785.0;0;14
15.02.2011;-0.007359378758622359;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;0.08537166064599687;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;133682725.0;1;15
16.02.2011;-0.012838856948971022;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;0.07178027563795908;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;133560362.5;2;16
17.02.2011;-0.012189037566940564;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;0.07124989220125277;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;133419980.0;3;17
18.02.2011;-0.02529415435042337;0.06956599070645786;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;0.08944777870832943;127133542.5;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;131648827.5;4;18
22.02.2011;0.0003827291430702484;0.049601884612828766;0.06956599070645786;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;0.07969182913127715;131210110.0;127133542.5;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;130990562.5;1;22
23.02.2011;0.02028852628040156;0.04273780604260002;0.049601884612828766;0.06956599070645786;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;0.09300757063769516;135446560.0;131210110.0;127133542.5;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;133279172.5;2;23
24.02.2011;0.026206344552111016;0.04053085451399663;0.04273780604260002;0.049601884612828766;0.06956599070645786;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;0.09392356786331613;140574617.5;135446560.0;131210110.0;127133542.5;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;131220152.5;3;24
25.02.2011;0.014286664224706813;0.050905179028415626;0.04053085451399663;0.04273780604260002;0.049601884612828766;0.06956599070645786;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;0.10282439351943573;142665962.5;140574617.5;135446560.0;131210110.0;127133542.5;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;128454452.5;4;25
28.02.2011;0.016714475770012616;0.05909961959005061;0.050905179028415626;0.04053085451399663;0.04273780604260002;0.049601884612828766;0.06956599070645786;0.0706595149039484;0.07423775064271165;0.07007238452904453;0.07460085522482651;0.07824410985126408;0.06694398845320637;0.06748228972952952;0.07059144739816747;0.07194597009867776;0.06943279901919652;0.07032316730578647;0.06855861469108393;0.06947359089039695;0.055456523935988544;0.06100057325217877;144290177.5;142665962.5;140574617.5;135446560.0;131210110.0;127133542.5;125855435.0;125484310.0;125206860.0;125744357.5;127827970.0;128405790.0;128019317.5;127703717.5;128166190.0;128447840.0;128532450.0;130049807.5;129667980.0;129270345.0;130319455.0;0;28
