Date,Open,High,Low,Close,Adj Close,Volume
2010-12-31,78.669998,78.879997,78.169998,78.239998,68.996536,33323500
2011-01-03,78.940002,80.019997,78.730003,79.599998,70.195862,48878000
2011-01-04,79.839996,79.900002,77.570000,78.419998,69.155273,77509000
2011-01-05,78.400002,79.360001,78.110001,79.339996,69.966591,47145300
2011-01-06,79.400002,79.529999,78.650002,78.970001,69.640312,39392300
2011-01-07,79.239998,79.440002,77.440002,78.519997,69.243462,59486800
2011-01-10,78.239998,79.290001,77.620003,78.970001,69.640312,55020300
2011-01-11,79.360001,79.680000,78.870003,79.290001,69.922508,42124300
2011-01-12,79.940002,80.129997,79.510002,79.970001,70.522156,38442600
2011-01-13,79.989998,80.300003,79.570000,79.940002,70.495720,29687600
2011-01-14,79.860001,80.680000,79.690002,80.540001,71.024818,38036700
2011-01-18,80.290001,80.629997,79.870003,80.599998,71.077705,37824100
2011-01-19,80.570000,80.699997,78.360001,78.529999,69.252281,70707400
2011-01-20,78.139999,78.540001,77.339996,77.709999,68.529175,79653000
2011-01-21,78.209999,78.239998,77.120003,77.190002,68.070602,56676500
2011-01-24,77.199997,78.070000,77.089996,77.760002,68.573265,48142600
2011-01-25,77.309998,77.900002,76.949997,77.879997,68.679092,47013400
2011-01-26,78.000000,79.379997,77.750000,79.120003,69.772575,65896200
2011-01-27,79.120003,79.669998,78.730003,79.349998,69.975403,48174800
2011-01-28,79.309998,79.449997,77.330002,77.410004,68.264595,91023700
2011-01-31,77.870003,78.500000,77.250000,77.949997,68.740799,53265200
2011-02-01,78.580002,80.010002,78.370003,79.750000,70.328156,57786700
2011-02-02,79.589996,80.129997,79.419998,79.449997,70.063576,39937400
2011-02-03,79.389999,79.849998,78.500000,79.730003,70.310524,41156200
2011-02-04,79.599998,79.970001,79.239998,79.870003,70.433968,39532700
2011-02-07,79.980003,81.250000,79.910004,80.660004,71.130646,40835200
2011-02-08,80.660004,81.269997,80.339996,81.230003,71.633278,37563900
2011-02-09,81.010002,81.300003,80.419998,80.870003,71.315826,43298900
2011-02-10,80.330002,81.290001,80.239998,81.190002,71.598038,48001000
2011-02-11,80.889999,82.099998,80.790001,82.070000,72.374054,38579100
2011-02-14,82.110001,82.610001,82.050003,82.489998,72.744423,36730500
2011-02-15,82.269997,82.489998,81.830002,82.019997,72.329971,42908600
2011-02-16,82.209999,82.820000,82.180000,82.680000,72.911980,38284700
2011-02-17,82.599998,83.510002,82.449997,83.260002,73.423470,34891200
2011-02-18,83.449997,83.769997,83.040001,83.349998,73.502838,39514200
2011-02-22,82.730003,83.019997,81.089996,81.209999,71.615646,68370300
2011-02-23,81.370003,81.440002,79.290001,79.809998,70.381081,91258600
2011-02-24,79.959999,80.720001,79.360001,80.320000,70.830818,85126500
2011-02-25,80.699997,82.209999,80.639999,82.180000,72.471054,58566800
2011-02-28,82.650002,82.839996,81.589996,82.269997,72.550430,49869300
2011-03-01,82.580002,82.639999,80.349998,80.620003,71.095352,70865100
2011-03-02,80.529999,81.370003,80.239998,80.959999,71.395210,61072300
2011-03-03,81.769997,83.019997,81.029999,82.800003,73.017799,78937600
2011-03-04,82.790001,82.839996,81.650002,82.440002,72.700348,60907100
2011-03-07,82.760002,82.820000,80.410004,81.089996,71.509842,90777900
2011-03-08,81.160004,82.809998,80.550003,82.410004,72.673889,67755300
2011-03-09,82.250000,82.580002,81.750000,82.080002,72.382866,51216900
2011-03-10,81.000000,81.029999,79.699997,79.970001,70.522156,107642100
2011-03-11,79.339996,80.699997,79.279999,80.180000,70.707367,83202700
2011-03-14,79.339996,80.330002,78.910004,79.750000,70.328156,60138300
2011-03-15,77.959999,79.669998,77.570000,79.040001,69.702042,84941700
2011-03-16,78.680000,79.639999,77.760002,78.250000,69.005356,126014500
2011-03-17,79.330002,79.440002,78.419998,78.419998,69.155273,63992800
2011-03-18,79.330002,79.589996,79.070000,79.459999,70.072403,70017700
2011-03-21,80.480003,81.320000,80.360001,81.300003,71.695015,50638200
2011-03-22,81.419998,81.599998,80.669998,80.870003,71.315826,52372800
2011-03-23,80.690002,81.360001,79.849998,81.120003,71.536285,58044700
2011-03-24,81.489998,81.790001,80.739998,81.510002,72.030289,52850900
2011-03-25,81.980003,83.059998,81.550003,82.220001,72.657715,78164900
2011-03-28,82.489998,82.760002,81.970001,82.040001,72.498650,42798300
2011-03-29,82.089996,82.889999,81.580002,82.809998,73.179100,40967200
2011-03-30,83.169998,83.989998,83.040001,83.879997,74.124649,42147100
2011-03-31,83.800003,84.290001,83.699997,84.169998,74.380913,41625800
2011-04-01,84.769997,85.019997,84.250000,84.540001,74.707878,49160200
2011-04-04,84.760002,84.970001,84.540001,84.730003,74.875786,42236600
2011-04-05,84.680000,85.750000,84.519997,85.190002,75.282295,45454400
2011-04-06,85.629997,85.879997,84.910004,85.379997,75.450195,59035700
2011-04-07,85.459999,85.779999,84.620003,84.870003,74.999527,69434400
2011-04-08,85.250000,85.360001,83.599998,83.980003,74.213020,63650400
2011-04-11,84.019997,84.279999,82.900002,83.230003,73.550240,41784100
2011-04-12,82.790001,83.050003,82.050003,82.139999,72.587029,58103300
2011-04-13,82.650002,82.809998,81.669998,82.250000,72.684242,80424900
2011-04-14,81.589996,82.709999,81.449997,82.629997,73.020027,58532300
2011-04-15,82.660004,83.510002,82.260002,83.510002,73.797668,53690700
2011-04-18,82.250000,82.260002,81.430000,82.129997,72.578178,58593400
2011-04-19,82.410004,82.699997,81.669998,82.150002,72.595840,31991000
2011-04-20,83.500000,83.900002,83.250000,83.830002,74.080498,47061100
2011-04-21,84.339996,84.480003,83.730003,84.449997,74.628342,30293300
2011-04-25,84.370003,84.529999,83.769997,84.339996,74.531158,23441400
2011-04-26,84.529999,85.669998,84.349998,85.180000,75.273460,53200000
2011-04-27,85.230003,85.769997,84.889999,85.690002,75.724152,44680600
2011-04-28,85.599998,86.500000,85.519997,86.080002,76.068802,43464600
2011-04-29,86.190002,86.680000,85.930000,86.389999,76.342712,41030900
2011-05-02,86.779999,86.809998,85.279999,85.379997,75.450195,48962400
2011-05-03,85.290001,85.489998,83.720001,84.300003,74.495804,56070000
2011-05-04,84.419998,84.459999,82.730003,83.209999,73.532570,64754600
2011-05-05,82.639999,84.080002,82.410004,82.830002,73.196770,91858900
2011-05-06,83.760002,84.339996,82.839996,83.269997,73.585602,76446200
2011-05-09,83.169998,84.330002,83.040001,84.239998,74.442787,45806800
2011-05-10,84.669998,85.540001,84.559998,85.529999,75.582756,44373700
2011-05-11,85.239998,85.360001,83.550003,83.949997,74.186508,81313700
2011-05-12,83.470001,84.940002,82.980003,84.690002,74.840454,80109400
2011-05-13,84.760002,84.989998,83.269997,83.510002,73.797668,74669000
2011-05-16,82.959999,83.889999,82.220001,82.290001,72.719566,68771600
2011-05-17,81.629997,82.320000,81.400002,82.029999,72.489799,76475100
2011-05-18,82.129997,83.320000,82.000000,83.290001,73.603249,54512200
2011-05-19,83.860001,83.970001,82.730003,83.470001,73.762329,52914400
2011-05-20,83.250000,83.449997,82.290001,82.860001,73.223274,56016800
2011-05-23,81.419998,81.949997,81.230003,81.370003,71.906563,50696600
2011-05-24,81.589996,81.959999,80.830002,80.980003,71.561928,60223400
2011-05-25,80.769997,82.290001,80.760002,82.000000,72.463257,60009900
2011-05-26,81.699997,83.120003,81.650002,83.080002,73.417702,51821300
2011-05-27,83.459999,83.930000,83.260002,83.650002,73.921410,46619400
2011-05-31,84.610001,84.860001,83.769997,84.839996,74.973000,77456200
2011-06-01,84.709999,84.820000,82.029999,82.110001,72.560486,80933800
2011-06-02,82.320000,82.660004,81.599998,82.080002,72.533997,64666600
2011-06-03,80.809998,81.730003,80.690002,80.879997,71.473534,76493800
2011-06-06,80.750000,81.070000,79.489998,79.550003,70.298225,63782200
2011-06-07,80.040001,80.430000,79.529999,79.739998,70.466125,58242200
2011-06-08,79.470001,79.720001,78.709999,78.849998,69.679642,67740400
2011-06-09,79.080002,79.709999,78.730003,79.269997,70.050789,58469700
2011-06-10,78.779999,78.910004,77.650002,78.000000,68.928513,71823100
2011-06-13,78.230003,78.639999,77.349998,77.779999,68.734093,60285400
2011-06-14,78.440002,79.680000,78.389999,79.449997,70.209854,66662700
2011-06-15,78.599998,79.209999,77.720001,78.029999,68.955017,89262000
2011-06-16,78.089996,78.879997,77.230003,78.209999,69.114082,81849500
2011-06-17,78.989998,79.129997,77.830002,78.230003,69.131752,77862900
2011-06-20,77.959999,79.230003,77.930000,78.949997,69.768013,53343900
2011-06-21,79.580002,80.769997,79.419998,80.660004,71.279144,75970200
2011-06-22,80.220001,81.110001,80.010002,80.040001,70.731239,55839700
2011-06-23,79.129997,80.510002,78.300003,80.349998,71.005211,92521100
2011-06-24,80.629997,80.760002,79.470001,79.940002,70.642876,73865400
2011-06-27,79.910004,80.720001,79.459999,80.559998,71.190773,51195400
2011-06-28,80.830002,81.849998,80.669998,81.809998,72.295403,54021800
2011-06-29,82.099998,82.400002,81.440002,82.199997,72.640060,68230200
2011-06-30,82.410004,83.050003,82.279999,82.800003,73.170242,59915500
2011-07-01,82.879997,84.230003,82.620003,84.089996,74.310249,63908100
2011-07-05,83.930000,84.139999,83.529999,84.040001,74.489258,48268900
2011-07-06,83.910004,84.510002,83.610001,84.379997,74.790634,57094100
2011-07-07,85.209999,85.970001,84.940002,85.650002,75.916298,68556600
2011-07-08,84.620003,85.209999,84.320000,85.129997,75.455383,61977400
2011-07-11,84.059998,84.529999,83.089996,83.320000,73.851112,59769800
2011-07-12,82.879997,83.769997,82.779999,82.849998,73.434494,65322100
2011-07-13,83.379997,84.470001,83.220001,83.589996,74.090393,79327200
2011-07-14,83.750000,84.169998,82.050003,82.260002,72.911568,91726600
2011-07-15,82.610001,82.910004,82.180000,82.809998,73.399063,75496200
2011-07-18,82.440002,82.629997,81.000000,81.480003,72.220200,56859700
2011-07-19,82.230003,83.410004,82.180000,83.320000,73.851112,56060800
2011-07-20,83.349998,83.419998,82.650002,83.180000,73.726997,40277400
2011-07-21,83.440002,84.300003,83.239998,83.940002,74.400612,63405500
2011-07-22,83.849998,84.260002,83.400002,84.050003,74.498146,34540200
2011-07-25,83.019997,83.760002,82.750000,83.059998,73.620636,49764900
2011-07-26,82.879997,83.089996,82.209999,82.430000,73.062263,52205500
2011-07-27,81.889999,81.910004,79.849998,79.970001,70.881805,97533300
2011-07-28,79.959999,80.970001,79.690002,79.839996,70.766579,67439400
2011-07-29,78.720001,80.180000,78.139999,79.739998,70.677956,93519600
2011-08-01,80.690002,80.989998,78.470001,79.220001,70.217049,93483200
2011-08-02,78.919998,79.680000,76.610001,76.750000,68.027748,95669600
2011-08-03,76.690002,77.349998,74.879997,77.260002,68.479790,114910400
2011-08-04,76.070000,76.209999,72.589996,72.599998,64.349388,130904800
2011-08-05,73.519997,73.849998,69.660004,71.330002,63.223701,188585600
2011-08-08,69.010002,71.410004,65.080002,65.120003,57.719433,170159700
2011-08-09,66.919998,69.620003,63.759998,69.459999,61.566227,207867000
2011-08-10,67.349998,69.570000,65.870003,66.059998,58.552608,182376400
2011-08-11,66.510002,70.440002,66.070000,69.360001,61.477577,121880100
2011-08-12,69.989998,70.599998,68.800003,69.790001,61.858734,86475800
2011-08-15,70.580002,71.830002,70.379997,71.760002,63.604843,57616800
2011-08-16,70.589996,71.410004,69.660004,70.440002,62.434856,79484300
2011-08-17,70.970001,71.519997,69.760002,70.459999,62.452568,66789100
2011-08-18,68.059998,70.400002,65.820000,66.449997,58.898273,110692200
2011-08-19,65.010002,67.410004,64.900002,65.279999,57.861256,99196100
2011-08-22,67.120003,67.190002,64.570000,65.050003,57.657394,72211900
2011-08-23,65.459999,68.300003,64.860001,68.190002,60.440544,93274300
2011-08-24,68.120003,69.629997,67.519997,69.199997,61.335751,67698000
2011-08-25,69.980003,70.290001,67.250000,67.500000,59.828949,80732900
2011-08-26,67.260002,69.320000,66.059998,69.110001,61.255985,84468500
2011-08-29,70.070000,72.449997,70.040001,72.379997,64.154381,53069800
2011-08-30,71.900002,73.269997,71.120003,72.800003,64.526619,67801600
2011-08-31,73.199997,73.889999,71.900002,72.650002,64.393692,70313900
2011-09-01,72.699997,73.629997,70.690002,71.089996,63.010979,86788800
2011-09-02,69.360001,70.040001,68.099998,68.459999,60.679859,78920100
2011-09-06,65.930000,68.309998,65.930000,68.269997,60.511448,71493900
2011-09-07,69.400002,70.949997,69.070000,70.849998,62.798225,68952400
2011-09-08,70.339996,71.300003,69.180000,69.550003,61.645981,71124100
2011-09-09,68.699997,69.129997,66.750000,67.500000,59.828949,99453600
2011-09-12,66.379997,68.250000,66.370003,68.080002,60.343060,100109900
2011-09-13,68.540001,69.459999,67.830002,69.180000,61.318035,84144100
2011-09-14,69.839996,71.400002,68.440002,70.419998,62.417126,77019200
2011-09-15,71.070000,71.440002,69.989998,71.410004,63.294613,74213100
2011-09-16,71.650002,72.029999,70.879997,71.519997,63.392086,75773300
2011-09-19,70.099998,71.010002,69.449997,70.239998,62.257568,69216200
2011-09-20,70.489998,71.290001,69.110001,69.150002,61.291420,63453200
2011-09-21,69.040001,69.629997,66.540001,66.589996,59.022385,81413800
2011-09-22,64.300003,65.919998,63.490002,64.730003,57.373768,159808200
2011-09-23,64.250000,65.529999,64.099998,65.139999,57.961021,84086000
2011-09-26,65.839996,66.480003,64.279999,66.370003,59.055462,75555800
2011-09-27,67.849998,69.389999,67.269997,67.800003,60.327869,93999600
2011-09-28,67.790001,68.120003,65.099998,65.199997,58.014416,85412600
2011-09-29,66.730003,67.019997,64.370003,66.330002,59.019863,73927200
2011-09-30,65.150002,66.180000,64.239998,64.300003,57.213596,72124900
2011-10-03,63.810001,64.959999,60.849998,60.990002,54.268379,119485000
2011-10-04,60.320000,64.879997,60.090000,64.790001,57.649590,165100000
2011-10-05,64.779999,66.129997,63.919998,65.680000,58.441513,100371000
2011-10-06,65.510002,67.309998,65.150002,67.139999,59.740604,85789700
2011-10-07,67.379997,67.610001,65.199997,65.500000,58.281342,93662300
2011-10-10,66.970001,68.379997,65.540001,68.370003,60.835045,76366700
2011-10-11,67.720001,69.120003,67.540001,68.839996,61.253239,63173300
2011-10-12,69.370003,70.529999,68.820000,69.820000,62.125256,88580000
2011-10-13,69.419998,70.120003,68.580002,69.760002,62.071857,54163300
2011-10-14,70.580002,71.339996,69.809998,71.139999,63.299763,69768200
2011-10-17,70.510002,70.620003,68.629997,68.980003,61.377815,57529900
2011-10-18,69.209999,71.290001,67.849998,70.809998,63.006123,98948000
2011-10-19,70.610001,71.150002,69.070000,69.430000,61.778233,71071600
2011-10-20,69.559998,69.730003,67.750000,69.620003,61.947296,90998600
2011-10-21,70.570000,71.160004,70.019997,71.129997,63.290863,60408600
2011-10-24,71.449997,73.580002,71.160004,73.419998,65.328484,81399100
2011-10-25,72.889999,72.940002,71.160004,71.360001,63.495495,66767900
2011-10-26,72.599998,73.040001,70.540001,72.589996,64.589958,76643400
2011-10-27,75.290001,76.970001,72.650002,76.419998,67.997879,130508100
2011-10-28,76.300003,76.919998,75.760002,76.029999,67.650841,82397500
2011-10-31,74.849998,75.440002,73.930000,74.010002,65.853477,66969200
2011-11-01,71.180000,72.970001,70.959999,71.389999,63.522224,110064900
2011-11-02,72.620003,73.300003,71.830002,73.150002,65.088249,63821300
2011-11-03,74.269997,75.199997,72.290001,74.970001,66.707657,74622200
2011-11-04,74.180000,74.820000,73.550003,74.599998,66.378471,65262500
2011-11-07,74.500000,74.870003,72.900002,74.449997,66.244972,67136100
2011-11-08,75.139999,75.639999,73.459999,75.540001,67.214836,72278500
2011-11-09,73.320000,73.919998,71.820000,71.940002,64.011597,78806400
2011-11-10,73.120003,73.230003,71.629997,72.470001,64.483208,72175100
2011-11-11,73.339996,74.529999,72.529999,74.379997,66.182693,62452000
2011-11-14,74.099998,74.269997,72.769997,73.309998,65.230606,61114200
2011-11-15,72.919998,74.639999,72.430000,74.239998,66.058136,65795300
2011-11-16,73.470001,74.879997,72.910004,73.040001,64.990372,56938700
2011-11-17,72.949997,73.440002,71.269997,72.000000,64.065002,78923500
2011-11-18,72.250000,72.470001,71.449997,71.980003,64.047218,53462900
2011-11-21,70.540001,70.849998,69.610001,70.260002,62.516739,58233500
2011-11-22,70.129997,70.629997,69.300003,69.669998,61.991776,55404700
2011-11-23,68.900002,69.089996,67.370003,67.480003,60.043137,69700300
2011-11-25,67.050003,68.040001,66.620003,66.620003,59.277908,28167900
2011-11-28,69.089996,69.919998,68.910004,69.790001,62.098560,59167100
2011-11-29,69.839996,70.180000,69.120003,69.660004,61.982872,58157100
2011-11-30,72.559998,73.790001,69.650002,73.730003,65.604332,93802900
2011-12-01,73.470001,74.139999,73.059998,73.199997,65.132736,57394700
2011-12-02,74.089996,74.629997,73.309998,73.500000,65.399666,47671500
2011-12-05,74.940002,75.389999,74.129997,74.760002,66.520813,58429900
2011-12-06,74.809998,75.290001,74.089996,74.830002,66.583107,43597000
2011-12-07,74.279999,75.059998,73.129997,74.680000,66.449615,55904400
2011-12-08,73.900002,74.180000,72.220001,72.360001,64.385330,71486700
2011-12-09,72.500000,74.970001,72.379997,74.540001,66.325050,72184900
2011-12-12,73.489998,74.599998,72.500000,73.470001,65.372986,47638600
2011-12-13,74.230003,74.470001,71.550003,71.940002,64.011597,79040300
2011-12-14,71.250000,71.889999,70.580002,71.040001,63.210785,77704900
2011-12-15,72.059998,72.110001,71.040001,71.699997,63.798038,50096100
2011-12-16,72.279999,73.279999,71.730003,72.260002,64.296333,66225600
2011-12-19,72.930000,73.199997,70.830002,71.010002,63.184097,52897500
2011-12-20,72.550003,73.970001,72.510002,73.860001,65.720016,74174400
2011-12-21,73.529999,74.389999,72.730003,74.160004,65.986954,59194600
2011-12-22,74.160004,74.669998,73.980003,74.269997,66.407166,41502800
2011-12-23,74.550003,74.680000,74.080002,74.550003,66.657547,24333600
2011-12-27,74.260002,75.160004,74.080002,74.769997,66.854233,26922400
2011-12-28,74.879997,74.900002,73.269997,73.410004,65.638229,37827500
2011-12-29,73.730003,74.440002,73.599998,74.150002,66.299873,27090500
2011-12-30,74.120003,74.519997,73.690002,73.750000,65.942223,31979800
2012-01-03,75.680000,75.870003,74.769997,74.970001,67.033051,60504700
2012-01-04,74.580002,74.860001,74.070000,74.559998,66.666466,34648500
2012-01-05,74.029999,75.339996,73.370003,74.980003,67.042038,57274600
2012-01-06,75.019997,75.379997,74.269997,74.790001,66.872131,45499800
2012-01-09,75.139999,75.300003,74.410004,75.169998,67.211906,52042400
2012-01-10,76.160004,76.430000,75.959999,76.269997,68.195435,42977600
2012-01-11,75.949997,76.669998,75.870003,76.570000,68.463676,33445800
2012-01-12,76.790001,76.919998,75.940002,76.800003,68.669357,36131400
2012-01-13,76.180000,76.480003,75.599998,76.389999,68.302750,42600400
2012-01-17,77.099998,77.269997,76.129997,76.360001,68.275917,34518400
2012-01-18,76.320000,77.730003,76.150002,77.720001,69.491943,49330800
2012-01-19,78.129997,78.360001,77.660004,78.199997,69.921120,35830500
2012-01-20,78.099998,78.510002,77.900002,78.250000,69.965828,42221200
2012-01-23,78.260002,78.839996,77.550003,78.150002,69.876411,37481400
2012-01-24,77.680000,78.750000,77.269997,78.599998,70.278770,49856900
2012-01-25,78.599998,79.570000,78.190002,79.269997,70.877831,68272900
2012-01-26,79.860001,79.910004,78.750000,79.180000,70.797379,52755700
2012-01-27,78.800003,79.779999,78.769997,79.720001,71.280220,52203500
2012-01-30,79.080002,79.430000,78.519997,79.099998,70.725807,46332400
2012-01-31,79.660004,79.820000,78.580002,79.019997,70.654297,52024000
2012-02-01,79.760002,80.900002,79.470001,80.720001,72.174339,67292200
2012-02-02,81.040001,81.529999,80.739998,81.180000,72.585617,46400100
2012-02-03,82.470001,83.220001,82.239998,82.949997,74.168259,72738000
2012-02-06,82.570000,82.930000,82.370003,82.680000,73.926849,34516000
2012-02-07,82.610001,82.989998,82.080002,82.629997,73.882133,41623400
2012-02-08,82.800003,83.209999,81.930000,82.809998,74.043068,46697400
2012-02-09,83.019997,83.029999,81.839996,82.400002,73.676468,48712500
2012-02-10,81.500000,81.669998,81.080002,81.269997,72.666107,42503000
2012-02-13,82.110001,82.430000,81.610001,82.320000,73.604958,38574100
2012-02-14,81.910004,82.120003,81.360001,81.949997,73.274117,49375200
2012-02-15,82.419998,82.430000,81.000000,81.269997,72.666107,59836600
2012-02-16,81.320000,82.900002,81.279999,82.800003,74.034126,61456800
2012-02-17,83.290001,83.309998,82.629997,82.790001,74.025177,33292000
2012-02-21,82.919998,83.040001,81.830002,82.230003,73.524467,39889400
2012-02-22,81.970001,82.360001,81.500000,81.580002,72.943268,42626900
2012-02-23,81.709999,82.849998,81.260002,82.800003,74.034126,53177500
2012-02-24,82.830002,83.029999,82.470001,82.639999,73.891083,37607700
2012-02-27,81.839996,82.949997,81.250000,82.500000,73.765869,51807700
2012-02-28,82.550003,83.059998,81.839996,82.279999,73.569168,47680600
2012-02-29,82.550003,82.959999,80.970001,81.050003,72.469398,64213200
2012-03-01,81.379997,82.370003,81.360001,81.470001,72.844940,69526300
2012-03-02,81.419998,81.639999,79.839996,80.250000,71.754105,70789500
2012-03-05,79.989998,80.400002,79.419998,80.339996,71.834541,44334800
2012-03-06,79.419998,79.620003,78.410004,78.739998,70.403946,80769300
2012-03-07,78.910004,79.559998,78.779999,79.480003,71.065613,57456300
2012-03-08,80.000000,80.690002,79.349998,80.510002,71.986557,43803100
2012-03-09,80.519997,82.150002,80.459999,81.599998,72.961174,61462900
2012-03-12,81.739998,81.930000,81.050003,81.440002,72.818115,34084200
2012-03-13,82.059998,83.089996,81.400002,83.059998,74.266586,60998100
2012-03-14,82.959999,83.230003,82.010002,82.379997,73.658585,46707700
2012-03-15,82.250000,83.120003,82.029999,83.070000,74.275543,58740500
2012-03-16,83.220001,83.269997,82.650002,83.000000,74.212952,42045800
2012-03-19,82.889999,84.389999,82.750000,83.699997,74.838837,66822800
2012-03-20,83.120003,83.300003,82.580002,82.949997,74.168259,43829100
2012-03-21,83.199997,83.430000,82.639999,82.930000,74.150368,40504700
2012-03-22,82.089996,82.459999,81.620003,82.129997,73.435066,60102900
2012-03-23,82.000000,82.790001,81.250000,82.680000,74.153473,46464800
2012-03-26,83.739998,84.459999,83.620003,84.400002,75.696083,56454000
2012-03-27,84.419998,84.660004,83.750000,83.809998,75.166939,41730700
2012-03-28,83.800003,84.019997,82.610001,83.320000,74.727455,48836000
2012-03-29,82.730003,83.220001,82.019997,83.080002,74.512192,45615600
2012-03-30,83.589996,83.599998,82.529999,82.809998,74.270042,45904700
2012-04-02,82.540001,83.860001,82.379997,83.830002,75.184860,52756800
2012-04-03,83.660004,84.000000,82.930000,83.269997,74.682610,52012300
2012-04-04,82.370003,82.430000,81.449997,81.940002,73.489769,65172400
2012-04-05,81.599998,82.000000,81.419998,81.580002,73.166870,31978700
2012-04-09,80.089996,80.570000,79.849998,80.239998,71.965073,50062200
2012-04-10,79.919998,80.160004,78.139999,78.349998,70.269989,101228600
2012-04-11,79.010002,79.570000,78.849998,79.459999,71.265518,54346800
2012-04-12,79.540001,80.910004,79.440002,80.599998,72.287949,60728700
2012-04-13,80.379997,80.410004,79.430000,79.540001,71.337257,53965200
2012-04-16,79.889999,80.199997,78.879997,79.669998,71.453865,44725900
2012-04-17,80.330002,81.550003,80.269997,80.820000,72.485268,46737700
2012-04-18,80.410004,80.669998,79.830002,80.209999,71.938148,49008100
2012-04-19,80.320000,80.989998,79.250000,79.750000,71.525612,74260400
2012-04-20,80.279999,80.970001,80.059998,80.209999,71.938148,46632000
2012-04-23,78.980003,79.160004,78.309998,79.099998,70.942619,62477000
2012-04-24,79.129997,79.930000,78.860001,79.699997,71.480774,44810200
2012-04-25,80.750000,81.370003,80.529999,80.940002,72.592918,50263300
2012-04-26,80.949997,81.870003,80.820000,81.739998,73.310379,43147600
2012-04-27,81.980003,82.529999,81.029999,82.379997,73.884384,46796400
2012-04-30,82.349998,82.360001,81.430000,81.470001,73.068245,38093600
2012-05-01,81.559998,82.970001,81.290001,81.550003,73.139969,60493600
2012-05-02,80.910004,81.820000,80.570000,81.769997,73.337280,52095800
2012-05-03,81.660004,81.760002,80.169998,80.620003,72.305878,61487800
2012-05-04,80.070000,80.550003,78.940002,79.089996,70.933685,75093300
2012-05-07,78.760002,79.599998,78.620003,79.300003,71.122017,47361400
2012-05-08,78.690002,79.300003,77.970001,79.250000,71.077179,62939600
2012-05-09,78.250000,79.260002,77.970001,78.800003,70.673569,64431000
2012-05-10,79.320000,79.550003,78.629997,79.099998,70.942619,45697800
2012-05-11,78.449997,79.559998,78.419998,78.900002,70.763290,44862900
2012-05-14,78.089996,78.459999,77.610001,77.849998,69.821548,51220200
2012-05-15,77.830002,78.489998,77.470001,77.709999,69.695999,54317800
2012-05-16,77.980003,78.389999,77.099998,77.150002,69.193733,52659400
2012-05-17,77.220001,77.349998,75.360001,75.400002,67.624214,71665100
